Name,emissint0
,
USA,0.358995
CAN,0.425061
WEU,0.17608500000000002
JPK,0.033033
ANZ,0.16298100000000001
EEU,0.731094
FSU,0.907452
MDE,0.10401300000000001
CAM,0.23969400000000002
LAM,0.176904
SAS,0.229047
SEA,0.119301
CHI,0.3801539368421053
MAF,0.320502
SSA,0.21730800000000003
SIS,0.47310900000000006
