Region,bregstmp
USA,0.806731417004106
CAN,0.806731417004106
WEU,0.8249316880833596
JPK,0.7923713815307215
ANZ,0.8333462822935506
EEU,1
FSU,0.8983522924873045
MDE,1.039660173762749
CAM,0.806731417004106
LAM,0.742522668880902
SAS,1.039660173762749
SEA,0.8658492873904274
CHI,0.7923713815307215
MAF,1
SSA,0.9051342104362335
SIS,0.8149644312525554
